image_id,split,sat_image_path,mask_path
10802,train,train/10802_sat.jpg,train/10802_mask.png
108254,train,train/108254_sat.jpg,train/108254_mask.png
108504,train,train/108504_sat.jpg,train/108504_mask.png
109094,train,train/109094_sat.jpg,train/109094_mask.png
109263,train,train/109263_sat.jpg,train/109263_mask.png
109493,train,train/109493_sat.jpg,train/109493_mask.png
109757,train,train/109757_sat.jpg,train/109757_mask.png
109778,train,train/109778_sat.jpg,train/109778_mask.png
109856,train,train/109856_sat.jpg,train/109856_mask.png
109889,train,train/109889_sat.jpg,train/109889_mask.png
109942,train,train/109942_sat.jpg,train/109942_mask.png
110190,train,train/110190_sat.jpg,train/110190_mask.png
110236,train,train/110236_sat.jpg,train/110236_mask.png
110277,train,train/110277_sat.jpg,train/110277_mask.png
110521,train,train/110521_sat.jpg,train/110521_mask.png
110680,train,train/110680_sat.jpg,train/110680_mask.png
110742,train,train/110742_sat.jpg,train/110742_mask.png
110849,train,train/110849_sat.jpg,train/110849_mask.png
111121,train,train/111121_sat.jpg,train/111121_mask.png
111140,train,train/111140_sat.jpg,train/111140_mask.png
111202,train,train/111202_sat.jpg,train/111202_mask.png
111475,train,train/111475_sat.jpg,train/111475_mask.png
11168,train,train/11168_sat.jpg,train/11168_mask.png
112256,train,train/112256_sat.jpg,train/112256_mask.png
112762,train,train/112762_sat.jpg,train/112762_mask.png
112946,train,train/112946_sat.jpg,train/112946_mask.png
113044,train,train/113044_sat.jpg,train/113044_mask.png
113050,train,train/113050_sat.jpg,train/113050_mask.png
113164,train,train/113164_sat.jpg,train/113164_mask.png
113184,train,train/113184_sat.jpg,train/113184_mask.png
113252,train,train/113252_sat.jpg,train/113252_mask.png
113257,train,train/113257_sat.jpg,train/113257_mask.png
113288,train,train/113288_sat.jpg,train/113288_mask.png
113817,train,train/113817_sat.jpg,train/113817_mask.png
113,train,train/113_sat.jpg,train/113_mask.png
114197,train,train/114197_sat.jpg,train/114197_mask.png
114285,train,train/114285_sat.jpg,train/114285_mask.png
114405,train,train/114405_sat.jpg,train/114405_mask.png
114487,train,train/114487_sat.jpg,train/114487_mask.png
11480,train,train/11480_sat.jpg,train/11480_mask.png
115334,train,train/115334_sat.jpg,train/115334_mask.png
11545,train,train/11545_sat.jpg,train/11545_mask.png
115576,train,train/115576_sat.jpg,train/115576_mask.png
11570,train,train/11570_sat.jpg,train/11570_mask.png
116231,train,train/116231_sat.jpg,train/116231_mask.png
116293,train,train/116293_sat.jpg,train/116293_mask.png
116352,train,train/116352_sat.jpg,train/116352_mask.png
116637,train,train/116637_sat.jpg,train/116637_mask.png
116658,train,train/116658_sat.jpg,train/116658_mask.png
116753,train,train/116753_sat.jpg,train/116753_mask.png
117090,train,train/117090_sat.jpg,train/117090_mask.png
117283,train,train/117283_sat.jpg,train/117283_mask.png
117332,train,train/117332_sat.jpg,train/117332_mask.png
117357,train,train/117357_sat.jpg,train/117357_mask.png
117414,train,train/117414_sat.jpg,train/117414_mask.png
117888,train,train/117888_sat.jpg,train/117888_mask.png
118005,train,train/118005_sat.jpg,train/118005_mask.png
118108,train,train/118108_sat.jpg,train/118108_mask.png
118131,train,train/118131_sat.jpg,train/118131_mask.png
118164,train,train/118164_sat.jpg,train/118164_mask.png
118430,train,train/118430_sat.jpg,train/118430_mask.png
118595,train,train/118595_sat.jpg,train/118595_mask.png
118736,train,train/118736_sat.jpg,train/118736_mask.png
118788,train,train/118788_sat.jpg,train/118788_mask.png
118856,train,train/118856_sat.jpg,train/118856_mask.png
119004,train,train/119004_sat.jpg,train/119004_mask.png
119120,train,train/119120_sat.jpg,train/119120_mask.png
119557,train,train/119557_sat.jpg,train/119557_mask.png
119603,train,train/119603_sat.jpg,train/119603_mask.png
119673,train,train/119673_sat.jpg,train/119673_mask.png
119892,train,train/119892_sat.jpg,train/119892_mask.png
120056,train,train/120056_sat.jpg,train/120056_mask.png
120065,train,train/120065_sat.jpg,train/120065_mask.png
120139,train,train/120139_sat.jpg,train/120139_mask.png
12023,train,train/12023_sat.jpg,train/12023_mask.png
120286,train,train/120286_sat.jpg,train/120286_mask.png
120769,train,train/120769_sat.jpg,train/120769_mask.png
120778,train,train/120778_sat.jpg,train/120778_mask.png
120855,train,train/120855_sat.jpg,train/120855_mask.png
121117,train,train/121117_sat.jpg,train/121117_mask.png
121240,train,train/121240_sat.jpg,train/121240_mask.png
121541,train,train/121541_sat.jpg,train/121541_mask.png
121763,train,train/121763_sat.jpg,train/121763_mask.png
121860,train,train/121860_sat.jpg,train/121860_mask.png
121994,train,train/121994_sat.jpg,train/121994_mask.png
122232,train,train/122232_sat.jpg,train/122232_mask.png
122312,train,train/122312_sat.jpg,train/122312_mask.png
122401,train,train/122401_sat.jpg,train/122401_mask.png
122537,train,train/122537_sat.jpg,train/122537_mask.png
122555,train,train/122555_sat.jpg,train/122555_mask.png
122817,train,train/122817_sat.jpg,train/122817_mask.png
122885,train,train/122885_sat.jpg,train/122885_mask.png
122953,train,train/122953_sat.jpg,train/122953_mask.png
122985,train,train/122985_sat.jpg,train/122985_mask.png
123067,train,train/123067_sat.jpg,train/123067_mask.png
123079,train,train/123079_sat.jpg,train/123079_mask.png
123343,train,train/123343_sat.jpg,train/123343_mask.png
123352,train,train/123352_sat.jpg,train/123352_mask.png
12347,train,train/12347_sat.jpg,train/12347_mask.png
123618,train,train/123618_sat.jpg,train/123618_mask.png
123948,train,train/123948_sat.jpg,train/123948_mask.png
124016,train,train/124016_sat.jpg,train/124016_mask.png
124192,train,train/124192_sat.jpg,train/124192_mask.png
124277,train,train/124277_sat.jpg,train/124277_mask.png
124315,train,train/124315_sat.jpg,train/124315_mask.png
124319,train,train/124319_sat.jpg,train/124319_mask.png
124545,train,train/124545_sat.jpg,train/124545_mask.png
124989,train,train/124989_sat.jpg,train/124989_mask.png
125426,train,train/125426_sat.jpg,train/125426_mask.png
125885,train,train/125885_sat.jpg,train/125885_mask.png
125960,train,train/125960_sat.jpg,train/125960_mask.png
126082,train,train/126082_sat.jpg,train/126082_mask.png
126309,train,train/126309_sat.jpg,train/126309_mask.png
126358,train,train/126358_sat.jpg,train/126358_mask.png
126481,train,train/126481_sat.jpg,train/126481_mask.png
126492,train,train/126492_sat.jpg,train/126492_mask.png
126572,train,train/126572_sat.jpg,train/126572_mask.png
126734,train,train/126734_sat.jpg,train/126734_mask.png
126847,train,train/126847_sat.jpg,train/126847_mask.png
127242,train,train/127242_sat.jpg,train/127242_mask.png
127271,train,train/127271_sat.jpg,train/127271_mask.png
127416,train,train/127416_sat.jpg,train/127416_mask.png
127572,train,train/127572_sat.jpg,train/127572_mask.png
127647,train,train/127647_sat.jpg,train/127647_mask.png
127763,train,train/127763_sat.jpg,train/127763_mask.png
127924,train,train/127924_sat.jpg,train/127924_mask.png
12810,train,train/12810_sat.jpg,train/12810_mask.png
128392,train,train/128392_sat.jpg,train/128392_mask.png
128455,train,train/128455_sat.jpg,train/128455_mask.png
128550,train,train/128550_sat.jpg,train/128550_mask.png
129117,train,train/129117_sat.jpg,train/129117_mask.png
129120,train,train/129120_sat.jpg,train/129120_mask.png
129205,train,train/129205_sat.jpg,train/129205_mask.png
129340,train,train/129340_sat.jpg,train/129340_mask.png
129375,train,train/129375_sat.jpg,train/129375_mask.png
129457,train,train/129457_sat.jpg,train/129457_mask.png
12959,train,train/12959_sat.jpg,train/12959_mask.png
129892,train,train/129892_sat.jpg,train/129892_mask.png
129975,train,train/129975_sat.jpg,train/129975_mask.png
130072,train,train/130072_sat.jpg,train/130072_mask.png
130550,train,train/130550_sat.jpg,train/130550_mask.png
130614,train,train/130614_sat.jpg,train/130614_mask.png
130634,train,train/130634_sat.jpg,train/130634_mask.png
130644,train,train/130644_sat.jpg,train/130644_mask.png
130967,train,train/130967_sat.jpg,train/130967_mask.png
131026,train,train/131026_sat.jpg,train/131026_mask.png
131087,train,train/131087_sat.jpg,train/131087_mask.png
131094,train,train/131094_sat.jpg,train/131094_mask.png
131135,train,train/131135_sat.jpg,train/131135_mask.png
131163,train,train/131163_sat.jpg,train/131163_mask.png
13148,train,train/13148_sat.jpg,train/13148_mask.png
131782,train,train/131782_sat.jpg,train/131782_mask.png
132294,train,train/132294_sat.jpg,train/132294_mask.png
132320,train,train/132320_sat.jpg,train/132320_mask.png
132627,train,train/132627_sat.jpg,train/132627_mask.png
132803,train,train/132803_sat.jpg,train/132803_mask.png
132806,train,train/132806_sat.jpg,train/132806_mask.png
132983,train,train/132983_sat.jpg,train/132983_mask.png
132987,train,train/132987_sat.jpg,train/132987_mask.png
132997,train,train/132997_sat.jpg,train/132997_mask.png
133146,train,train/133146_sat.jpg,train/133146_mask.png
133797,train,train/133797_sat.jpg,train/133797_mask.png
133864,train,train/133864_sat.jpg,train/133864_mask.png
133910,train,train/133910_sat.jpg,train/133910_mask.png
134151,train,train/134151_sat.jpg,train/134151_mask.png
134280,train,train/134280_sat.jpg,train/134280_mask.png
134444,train,train/134444_sat.jpg,train/134444_mask.png
134492,train,train/134492_sat.jpg,train/134492_mask.png
134690,train,train/134690_sat.jpg,train/134690_mask.png
134695,train,train/134695_sat.jpg,train/134695_mask.png
134750,train,train/134750_sat.jpg,train/134750_mask.png
135070,train,train/135070_sat.jpg,train/135070_mask.png
135183,train,train/135183_sat.jpg,train/135183_mask.png
135269,train,train/135269_sat.jpg,train/135269_mask.png
135616,train,train/135616_sat.jpg,train/135616_mask.png
135639,train,train/135639_sat.jpg,train/135639_mask.png
135671,train,train/135671_sat.jpg,train/135671_mask.png
136313,train,train/136313_sat.jpg,train/136313_mask.png
13635,train,train/13635_sat.jpg,train/13635_mask.png
136504,train,train/136504_sat.jpg,train/136504_mask.png
136539,train,train/136539_sat.jpg,train/136539_mask.png
136722,train,train/136722_sat.jpg,train/136722_mask.png
137631,train,train/137631_sat.jpg,train/137631_mask.png
137632,train,train/137632_sat.jpg,train/137632_mask.png
137726,train,train/137726_sat.jpg,train/137726_mask.png
137772,train,train/137772_sat.jpg,train/137772_mask.png
137803,train,train/137803_sat.jpg,train/137803_mask.png
138050,train,train/138050_sat.jpg,train/138050_mask.png
138155,train,train/138155_sat.jpg,train/138155_mask.png
138350,train,train/138350_sat.jpg,train/138350_mask.png
138359,train,train/138359_sat.jpg,train/138359_mask.png
138503,train,train/138503_sat.jpg,train/138503_mask.png
138519,train,train/138519_sat.jpg,train/138519_mask.png
13870,train,train/13870_sat.jpg,train/13870_mask.png
138764,train,train/138764_sat.jpg,train/138764_mask.png
138964,train,train/138964_sat.jpg,train/138964_mask.png
138975,train,train/138975_sat.jpg,train/138975_mask.png
139186,train,train/139186_sat.jpg,train/139186_mask.png
139401,train,train/139401_sat.jpg,train/139401_mask.png
139431,train,train/139431_sat.jpg,train/139431_mask.png
13945,train,train/13945_sat.jpg,train/13945_mask.png
139775,train,train/139775_sat.jpg,train/139775_mask.png
139947,train,train/139947_sat.jpg,train/139947_mask.png
140134,train,train/140134_sat.jpg,train/140134_mask.png
140235,train,train/140235_sat.jpg,train/140235_mask.png
140314,train,train/140314_sat.jpg,train/140314_mask.png
140332,train,train/140332_sat.jpg,train/140332_mask.png
140509,train,train/140509_sat.jpg,train/140509_mask.png
140917,train,train/140917_sat.jpg,train/140917_mask.png
140927,train,train/140927_sat.jpg,train/140927_mask.png
140935,train,train/140935_sat.jpg,train/140935_mask.png
141216,train,train/141216_sat.jpg,train/141216_mask.png
141378,train,train/141378_sat.jpg,train/141378_mask.png
141485,train,train/141485_sat.jpg,train/141485_mask.png
141518,train,train/141518_sat.jpg,train/141518_mask.png
141532,train,train/141532_sat.jpg,train/141532_mask.png
141959,train,train/141959_sat.jpg,train/141959_mask.png
141992,train,train/141992_sat.jpg,train/141992_mask.png
142129,train,train/142129_sat.jpg,train/142129_mask.png
142373,train,train/142373_sat.jpg,train/142373_mask.png
142391,train,train/142391_sat.jpg,train/142391_mask.png
142436,train,train/142436_sat.jpg,train/142436_mask.png
143105,train,train/143105_sat.jpg,train/143105_mask.png
143192,train,train/143192_sat.jpg,train/143192_mask.png
143345,train,train/143345_sat.jpg,train/143345_mask.png
143358,train,train/143358_sat.jpg,train/143358_mask.png
143383,train,train/143383_sat.jpg,train/143383_mask.png
14361,train,train/14361_sat.jpg,train/14361_mask.png
143700,train,train/143700_sat.jpg,train/143700_mask.png
143802,train,train/143802_sat.jpg,train/143802_mask.png
143807,train,train/143807_sat.jpg,train/143807_mask.png
143979,train,train/143979_sat.jpg,train/143979_mask.png
144098,train,train/144098_sat.jpg,train/144098_mask.png
144114,train,train/144114_sat.jpg,train/144114_mask.png
144350,train,train/144350_sat.jpg,train/144350_mask.png
144504,train,train/144504_sat.jpg,train/144504_mask.png
144547,train,train/144547_sat.jpg,train/144547_mask.png
144605,train,train/144605_sat.jpg,train/144605_mask.png
144666,train,train/144666_sat.jpg,train/144666_mask.png
144801,train,train/144801_sat.jpg,train/144801_mask.png
145193,train,train/145193_sat.jpg,train/145193_mask.png
145724,train,train/145724_sat.jpg,train/145724_mask.png
145767,train,train/145767_sat.jpg,train/145767_mask.png
146136,train,train/146136_sat.jpg,train/146136_mask.png
146305,train,train/146305_sat.jpg,train/146305_mask.png
146345,train,train/146345_sat.jpg,train/146345_mask.png
146352,train,train/146352_sat.jpg,train/146352_mask.png
146417,train,train/146417_sat.jpg,train/146417_mask.png
146541,train,train/146541_sat.jpg,train/146541_mask.png
146564,train,train/146564_sat.jpg,train/146564_mask.png
146735,train,train/146735_sat.jpg,train/146735_mask.png
146766,train,train/146766_sat.jpg,train/146766_mask.png
147073,train,train/147073_sat.jpg,train/147073_mask.png
147151,train,train/147151_sat.jpg,train/147151_mask.png
147586,train,train/147586_sat.jpg,train/147586_mask.png
147605,train,train/147605_sat.jpg,train/147605_mask.png
147858,train,train/147858_sat.jpg,train/147858_mask.png
148138,train,train/148138_sat.jpg,train/148138_mask.png
148240,train,train/148240_sat.jpg,train/148240_mask.png
148294,train,train/148294_sat.jpg,train/148294_mask.png
148960,train,train/148960_sat.jpg,train/148960_mask.png
149109,train,train/149109_sat.jpg,train/149109_mask.png
149125,train,train/149125_sat.jpg,train/149125_mask.png
14958,train,train/14958_sat.jpg,train/14958_mask.png
149690,train,train/149690_sat.jpg,train/149690_mask.png
149841,train,train/149841_sat.jpg,train/149841_mask.png
149900,train,train/149900_sat.jpg,train/149900_mask.png
149988,train,train/149988_sat.jpg,train/149988_mask.png
15003,train,train/15003_sat.jpg,train/15003_mask.png
150276,train,train/150276_sat.jpg,train/150276_mask.png
150334,train,train/150334_sat.jpg,train/150334_mask.png
150479,train,train/150479_sat.jpg,train/150479_mask.png
150624,train,train/150624_sat.jpg,train/150624_mask.png
150951,train,train/150951_sat.jpg,train/150951_mask.png
150984,train,train/150984_sat.jpg,train/150984_mask.png
151321,train,train/151321_sat.jpg,train/151321_mask.png
151844,train,train/151844_sat.jpg,train/151844_mask.png
151878,train,train/151878_sat.jpg,train/151878_mask.png
152132,train,train/152132_sat.jpg,train/152132_mask.png
152146,train,train/152146_sat.jpg,train/152146_mask.png
152177,train,train/152177_sat.jpg,train/152177_mask.png
152193,train,train/152193_sat.jpg,train/152193_mask.png
15237,train,train/15237_sat.jpg,train/15237_mask.png
152497,train,train/152497_sat.jpg,train/152497_mask.png
152661,train,train/152661_sat.jpg,train/152661_mask.png
152886,train,train/152886_sat.jpg,train/152886_mask.png
153089,train,train/153089_sat.jpg,train/153089_mask.png
153163,train,train/153163_sat.jpg,train/153163_mask.png
153170,train,train/153170_sat.jpg,train/153170_mask.png
153265,train,train/153265_sat.jpg,train/153265_mask.png
153293,train,train/153293_sat.jpg,train/153293_mask.png
153339,train,train/153339_sat.jpg,train/153339_mask.png
15347,train,train/15347_sat.jpg,train/15347_mask.png
153718,train,train/153718_sat.jpg,train/153718_mask.png
153859,train,train/153859_sat.jpg,train/153859_mask.png
153918,train,train/153918_sat.jpg,train/153918_mask.png
153937,train,train/153937_sat.jpg,train/153937_mask.png
153971,train,train/153971_sat.jpg,train/153971_mask.png
154170,train,train/154170_sat.jpg,train/154170_mask.png
154219,train,train/154219_sat.jpg,train/154219_mask.png
154460,train,train/154460_sat.jpg,train/154460_mask.png
154786,train,train/154786_sat.jpg,train/154786_mask.png
154811,train,train/154811_sat.jpg,train/154811_mask.png
154822,train,train/154822_sat.jpg,train/154822_mask.png
155010,train,train/155010_sat.jpg,train/155010_mask.png
155149,train,train/155149_sat.jpg,train/155149_mask.png
155238,train,train/155238_sat.jpg,train/155238_mask.png
155429,train,train/155429_sat.jpg,train/155429_mask.png
155604,train,train/155604_sat.jpg,train/155604_mask.png
156243,train,train/156243_sat.jpg,train/156243_mask.png
156400,train,train/156400_sat.jpg,train/156400_mask.png
156476,train,train/156476_sat.jpg,train/156476_mask.png
156501,train,train/156501_sat.jpg,train/156501_mask.png
156527,train,train/156527_sat.jpg,train/156527_mask.png
156534,train,train/156534_sat.jpg,train/156534_mask.png
156551,train,train/156551_sat.jpg,train/156551_mask.png
156715,train,train/156715_sat.jpg,train/156715_mask.png
156960,train,train/156960_sat.jpg,train/156960_mask.png
157037,train,train/157037_sat.jpg,train/157037_mask.png
157050,train,train/157050_sat.jpg,train/157050_mask.png
157077,train,train/157077_sat.jpg,train/157077_mask.png
157613,train,train/157613_sat.jpg,train/157613_mask.png
157732,train,train/157732_sat.jpg,train/157732_mask.png
158099,train,train/158099_sat.jpg,train/158099_mask.png
158296,train,train/158296_sat.jpg,train/158296_mask.png
15833,train,train/15833_sat.jpg,train/15833_mask.png
158426,train,train/158426_sat.jpg,train/158426_mask.png
158968,train,train/158968_sat.jpg,train/158968_mask.png
159040,train,train/159040_sat.jpg,train/159040_mask.png
159264,train,train/159264_sat.jpg,train/159264_mask.png
159273,train,train/159273_sat.jpg,train/159273_mask.png
159499,train,train/159499_sat.jpg,train/159499_mask.png
159619,train,train/159619_sat.jpg,train/159619_mask.png
159696,train,train/159696_sat.jpg,train/159696_mask.png
159698,train,train/159698_sat.jpg,train/159698_mask.png
159882,train,train/159882_sat.jpg,train/159882_mask.png
159963,train,train/159963_sat.jpg,train/159963_mask.png
160113,train,train/160113_sat.jpg,train/160113_mask.png
160175,train,train/160175_sat.jpg,train/160175_mask.png
160432,train,train/160432_sat.jpg,train/160432_mask.png
160894,train,train/160894_sat.jpg,train/160894_mask.png
160903,train,train/160903_sat.jpg,train/160903_mask.png
161175,train,train/161175_sat.jpg,train/161175_mask.png
161446,train,train/161446_sat.jpg,train/161446_mask.png
161528,train,train/161528_sat.jpg,train/161528_mask.png
161540,train,train/161540_sat.jpg,train/161540_mask.png
161576,train,train/161576_sat.jpg,train/161576_mask.png
161746,train,train/161746_sat.jpg,train/161746_mask.png
162405,train,train/162405_sat.jpg,train/162405_mask.png
162428,train,train/162428_sat.jpg,train/162428_mask.png
162474,train,train/162474_sat.jpg,train/162474_mask.png
162545,train,train/162545_sat.jpg,train/162545_mask.png
162554,train,train/162554_sat.jpg,train/162554_mask.png
163116,train,train/163116_sat.jpg,train/163116_mask.png
163215,train,train/163215_sat.jpg,train/163215_mask.png
163227,train,train/163227_sat.jpg,train/163227_mask.png
163228,train,train/163228_sat.jpg,train/163228_mask.png
163313,train,train/163313_sat.jpg,train/163313_mask.png
16422,train,train/16422_sat.jpg,train/16422_mask.png
164300,train,train/164300_sat.jpg,train/164300_mask.png
164384,train,train/164384_sat.jpg,train/164384_mask.png
164491,train,train/164491_sat.jpg,train/164491_mask.png
164519,train,train/164519_sat.jpg,train/164519_mask.png
164619,train,train/164619_sat.jpg,train/164619_mask.png
164642,train,train/164642_sat.jpg,train/164642_mask.png
164759,train,train/164759_sat.jpg,train/164759_mask.png
164799,train,train/164799_sat.jpg,train/164799_mask.png
164801,train,train/164801_sat.jpg,train/164801_mask.png
16493,train,train/16493_sat.jpg,train/16493_mask.png
165156,train,train/165156_sat.jpg,train/165156_mask.png
165219,train,train/165219_sat.jpg,train/165219_mask.png
165674,train,train/165674_sat.jpg,train/165674_mask.png
165776,train,train/165776_sat.jpg,train/165776_mask.png
16577,train,train/16577_sat.jpg,train/16577_mask.png
165784,train,train/165784_sat.jpg,train/165784_mask.png
165983,train,train/165983_sat.jpg,train/165983_mask.png
166347,train,train/166347_sat.jpg,train/166347_mask.png
166605,train,train/166605_sat.jpg,train/166605_mask.png
166996,train,train/166996_sat.jpg,train/166996_mask.png
167193,train,train/167193_sat.jpg,train/167193_mask.png
167220,train,train/167220_sat.jpg,train/167220_mask.png
167282,train,train/167282_sat.jpg,train/167282_mask.png
167439,train,train/167439_sat.jpg,train/167439_mask.png
167451,train,train/167451_sat.jpg,train/167451_mask.png
167472,train,train/167472_sat.jpg,train/167472_mask.png
16754,train,train/16754_sat.jpg,train/16754_mask.png
167617,train,train/167617_sat.jpg,train/167617_mask.png
167806,train,train/167806_sat.jpg,train/167806_mask.png
168242,train,train/168242_sat.jpg,train/168242_mask.png
168410,train,train/168410_sat.jpg,train/168410_mask.png
168426,train,train/168426_sat.jpg,train/168426_mask.png
168428,train,train/168428_sat.jpg,train/168428_mask.png
168486,train,train/168486_sat.jpg,train/168486_mask.png
168917,train,train/168917_sat.jpg,train/168917_mask.png
169099,train,train/169099_sat.jpg,train/169099_mask.png
169228,train,train/169228_sat.jpg,train/169228_mask.png
169237,train,train/169237_sat.jpg,train/169237_mask.png
169287,train,train/169287_sat.jpg,train/169287_mask.png
169762,train,train/169762_sat.jpg,train/169762_mask.png
169837,train,train/169837_sat.jpg,train/169837_mask.png
170190,train,train/170190_sat.jpg,train/170190_mask.png
170223,train,train/170223_sat.jpg,train/170223_mask.png
170330,train,train/170330_sat.jpg,train/170330_mask.png
170331,train,train/170331_sat.jpg,train/170331_mask.png
170527,train,train/170527_sat.jpg,train/170527_mask.png
170531,train,train/170531_sat.jpg,train/170531_mask.png
170862,train,train/170862_sat.jpg,train/170862_mask.png
170898,train,train/170898_sat.jpg,train/170898_mask.png
171048,train,train/171048_sat.jpg,train/171048_mask.png
171144,train,train/171144_sat.jpg,train/171144_mask.png
171178,train,train/171178_sat.jpg,train/171178_mask.png
17121,train,train/17121_sat.jpg,train/17121_mask.png
171296,train,train/171296_sat.jpg,train/171296_mask.png
17193,train,train/17193_sat.jpg,train/17193_mask.png
171963,train,train/171963_sat.jpg,train/171963_mask.png
172000,train,train/172000_sat.jpg,train/172000_mask.png
172100,train,train/172100_sat.jpg,train/172100_mask.png
172272,train,train/172272_sat.jpg,train/172272_mask.png
172349,train,train/172349_sat.jpg,train/172349_mask.png
172430,train,train/172430_sat.jpg,train/172430_mask.png
172458,train,train/172458_sat.jpg,train/172458_mask.png
17304,train,train/17304_sat.jpg,train/17304_mask.png
17324,train,train/17324_sat.jpg,train/17324_mask.png
173306,train,train/173306_sat.jpg,train/173306_mask.png
173458,train,train/173458_sat.jpg,train/173458_mask.png
173654,train,train/173654_sat.jpg,train/173654_mask.png
174168,train,train/174168_sat.jpg,train/174168_mask.png
174211,train,train/174211_sat.jpg,train/174211_mask.png
174568,train,train/174568_sat.jpg,train/174568_mask.png
174734,train,train/174734_sat.jpg,train/174734_mask.png
174757,train,train/174757_sat.jpg,train/174757_mask.png
174770,train,train/174770_sat.jpg,train/174770_mask.png
174781,train,train/174781_sat.jpg,train/174781_mask.png
174934,train,train/174934_sat.jpg,train/174934_mask.png
175121,train,train/175121_sat.jpg,train/175121_mask.png
175252,train,train/175252_sat.jpg,train/175252_mask.png
175388,train,train/175388_sat.jpg,train/175388_mask.png
175632,train,train/175632_sat.jpg,train/175632_mask.png
175684,train,train/175684_sat.jpg,train/175684_mask.png
175688,train,train/175688_sat.jpg,train/175688_mask.png
175779,train,train/175779_sat.jpg,train/175779_mask.png
175945,train,train/175945_sat.jpg,train/175945_mask.png
175963,train,train/175963_sat.jpg,train/175963_mask.png
17596,train,train/17596_sat.jpg,train/17596_mask.png
176017,train,train/176017_sat.jpg,train/176017_mask.png
176168,train,train/176168_sat.jpg,train/176168_mask.png
176563,train,train/176563_sat.jpg,train/176563_mask.png
176661,train,train/176661_sat.jpg,train/176661_mask.png
176760,train,train/176760_sat.jpg,train/176760_mask.png
176841,train,train/176841_sat.jpg,train/176841_mask.png
17707,train,train/17707_sat.jpg,train/17707_mask.png
177494,train,train/177494_sat.jpg,train/177494_mask.png
177575,train,train/177575_sat.jpg,train/177575_mask.png
177723,train,train/177723_sat.jpg,train/177723_mask.png
177786,train,train/177786_sat.jpg,train/177786_mask.png
178158,train,train/178158_sat.jpg,train/178158_mask.png
17863,train,train/17863_sat.jpg,train/17863_mask.png
178641,train,train/178641_sat.jpg,train/178641_mask.png
178753,train,train/178753_sat.jpg,train/178753_mask.png
178776,train,train/178776_sat.jpg,train/178776_mask.png
